name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,brand,Kebutuhan_Tier,brand_encoded,target_encoded
Intel Xeon E3-1275 v6 @ 3.80GHz,396.12,73.0,2017-05-01,FCLGA1151,Server,3800.0,4200.0,1,4,2,804,48,Intel,Server,1,3
Intel Xeon E3-1276 v3 @ 3.60GHz,430.65,84.0,2014-06-01,FCLGA1150,Server,3600.0,4000.0,1,4,2,973,70,Intel,Server,1,3
Intel Xeon E3-1280 @ 3.50GHz,358.0,95.0,2011-06-01,LGA1155,Server,3500.0,3900.0,1,4,2,1232,76,Intel,Server,1,3
Intel Xeon E3-1280 V2 @ 3.60GHz,388.19,69.0,2012-05-01,LGA1155,Server,3600.0,4000.0,1,4,2,1082,77,Intel,Server,1,3
Intel Xeon E3-1280 v3 @ 3.60GHz,249.0,82.0,2013-06-01,LGA1150,Server,3600.0,4000.0,1,4,2,971,50,Intel,Server,1,3
Intel Xeon E3-1280 v6 @ 3.90GHz,550.0,72.0,2017-03-01,FCLGA1151,Server,3900.0,4200.0,1,4,2,822,12,Intel,Server,1,3
Intel Xeon E3-1281 v3 @ 3.70GHz,546.25,82.0,2015-04-01,LGA1150,Server,3700.0,4100.0,1,4,2,954,36,Intel,Server,1,3
Intel Xeon E3-1285 v6 @ 4.10GHz,543.84,79.0,2018-01-01,FCLGA1151,Server,4100.0,4500.0,1,4,2,797,5,Intel,Server,1,3
Intel Xeon E3-1285L v3 @ 3.10GHz,898.5,65.0,2014-11-01,LGA1150,Server,3100.0,3900.0,1,4,2,1053,22,Intel,Server,1,3
Intel Xeon E3-1286 v3 @ 3.70GHz,839.0,84.0,2014-10-01,LGA1150,Server,3700.0,4100.0,1,4,2,963,3,Intel,Server,1,3
Intel Xeon E3-1286L v3 @ 3.20GHz,774.0,65.0,2018-01-01,LGA1150,Server,3200.0,4000.0,1,4,2,1091,3,Intel,Server,1,3
Intel Xeon E3-1290 @ 3.60GHz,885.0,95.0,2011-12-01,LGA1155,Server,3600.0,4000.0,1,4,2,1340,8,Intel,Server,1,3
Intel Xeon E3-1290 V2 @ 3.70GHz,885.0,87.0,2012-05-01,LGA1155,Server,3700.0,4100.0,1,4,2,1100,33,Intel,Server,1,3
Intel Xeon E3-1535M v5 @ 2.90GHz,623.0,45.0,2015-12-01,FCBGA1440,"Laptop, Server",2900.0,3800.0,1,4,2,942,182,Intel,Server,1,3
Intel Xeon E3-1535M v6 @ 3.10GHz,623.0,35.0,2017-04-01,FCBGA1440,"Laptop, Server",3100.0,4200.0,1,4,2,880,210,Intel,Server,1,3
Intel Xeon E3-1585 v5 @ 3.50GHz,556.0,65.0,2017-05-01,FCBGA1440,Server,3500.0,3900.0,1,4,2,861,6,Intel,Server,1,3
Intel Xeon E3-1585L v5 @ 3.00GHz,445.0,45.0,2018-06-01,FCBGA1440,Server,3000.0,3700.0,1,4,2,900,5,Intel,Server,1,3
Intel Xeon E3110 @ 3.00GHz,199.95,65.0,2008-11-01,LGA775,Server,3000.0,0.0,1,2,1,2757,70,Intel,Server,1,3
Intel Xeon E3113 @ 3.00GHz,9.79,65.0,2014-10-01,LGA775,Server,3000.0,0.0,1,2,1,2621,1,Intel,Server,1,3
Intel Xeon E5-1410 @ 2.80GHz,44.99,80.0,2012-01-01,LGA1356,Server,2800.0,3200.0,1,4,2,1377,7,Intel,Server,1,3
Intel Xeon E5-1410 v2 @ 2.80GHz,19.2,80.0,2015-08-01,LGA 1356,Server,2800.0,3200.0,1,4,2,1260,6,Intel,Server,1,3
Intel Xeon E5-1428L v2 @ 2.20GHz,20.37,60.0,2019-09-01,FCLGA1356,Server,2200.0,2700.0,1,6,2,1076,2,Intel,Server,1,3
Intel Xeon E5-1603 @ 2.80GHz,33.89,130.0,2012-06-01,LGA2011,Server,2800.0,0.0,1,4,1,1639,284,Intel,Server,1,3
Intel Xeon E5-1603 v3 @ 2.80GHz,12.88,140.0,2015-01-01,LGA2011-v3,Server,2800.0,0.0,1,4,1,1418,110,Intel,Server,1,3
Intel Xeon E5-1607 @ 3.00GHz,11.53,130.0,2012-08-01,LGA2011,Server,3000.0,0.0,1,4,1,1565,180,Intel,Server,1,3
Intel Xeon E5-1607 v2 @ 3.00GHz,229.95,130.0,2014-03-01,LGA 2011,Server,3000.0,0.0,1,4,1,1454,133,Intel,Server,1,3
Intel Xeon E5-1607 v4 @ 3.10GHz,178.02,140.0,2016-11-01,FCLGA2011-3,Server,3100.0,0.0,1,4,1,1298,23,Intel,Server,1,3
Intel Xeon E5-1620 @ 3.60GHz,179.91,130.0,2012-05-01,LGA2011,Server,3600.0,3800.0,1,4,2,1197,1370,Intel,Server,1,3
Intel Xeon E5-1620 v2 @ 3.70GHz,77.0,130.0,2013-07-01,FCLGA2011,Server,3700.0,3900.0,1,4,2,1081,861,Intel,Server,1,3
Intel Xeon E5-1620 v3 @ 3.50GHz,106.0,140.0,2014-09-01,LGA2011-v3,Server,3500.0,3600.0,1,4,2,1019,830,Intel,Server,1,3
Intel Xeon E5-1620 v4 @ 3.50GHz,179.0,140.0,2016-05-01,FCLGA2011-3,Server,3500.0,3800.0,1,4,2,964,246,Intel,Server,1,3
Intel Xeon E5-1650 @ 3.20GHz,112.0,130.0,2012-04-01,LGA2011,Server,3200.0,3800.0,1,6,2,892,936,Intel,Server,1,3
Intel Xeon E5-1650 v2 @ 3.50GHz,238.02,130.0,2013-07-01,FCLGA2011,Server,3500.0,3900.0,1,6,2,794,766,Intel,Server,1,3
Intel Xeon E5-1650 v3 @ 3.50GHz,138.51,140.0,2014-10-01,LGA2011-v3,Server,3500.0,3800.0,1,6,2,726,807,Intel,Server,1,3
Intel Xeon E5-1650 v4 @ 3.60GHz,453.7,140.0,2016-07-01,FCLGA2011-3,Server,3600.0,4000.0,1,6,2,669,449,Intel,Server,1,3
Intel Xeon E5-1660 @ 3.30GHz,267.19,130.0,2012-07-01,LGA2011,Server,3300.0,3900.0,1,6,2,860,212,Intel,Server,1,3
Intel Xeon E5-1660 v2 @ 3.70GHz,498.95,130.0,2013-12-01,LGA 2011,Server,3700.0,4000.0,1,6,2,737,56,Intel,Server,1,3
Intel Xeon E5-1660 v3 @ 3.00GHz,398.95,140.0,2014-10-01,LGA2011-v3,Server,3000.0,3500.0,1,8,2,634,67,Intel,Server,1,3
Intel Xeon E5-1680 v3 @ 3.20GHz,589.99,140.0,2015-03-01,LGA2011-v3,Server,3200.0,3800.0,1,8,2,601,45,Intel,Server,1,3
Intel Xeon E5-2403 @ 1.80GHz,247.59,80.0,2012-01-01,LGA 1356,Server,1800.0,0.0,1,4,1,2108,12,Intel,Server,1,3
Intel Xeon E5-2403 v2 @ 1.80GHz,541.0,80.0,2015-04-01,FCLGA1356,Server,1800.0,0.0,1,4,1,1847,5,Intel,Server,1,3
Intel Xeon E5-2407 @ 2.20GHz,325.03,80.0,2012-01-01,LGA 1356,Server,2200.0,0.0,1,4,1,1897,20,Intel,Server,1,3
Intel Xeon E5-2407 v2 @ 2.40GHz,149.5,80.0,2014-09-01,FCLGA1356,Server,2400.0,0.0,1,4,1,1624,9,Intel,Server,1,3
Intel Xeon E5-2418L v2 @ 2.00GHz,607.0,50.0,2022-09-01,FCLGA1356,Server,2000.0,0.0,1,6,2,1268,1,Intel,Server,1,3
Intel Xeon E5-2420 @ 1.90GHz,155.0,95.0,2012-06-01,LGA1356,Server,1900.0,2400.0,1,6,2,1317,71,Intel,Server,1,3
Intel Xeon E5-2420 v2 @ 2.20GHz,67.52,80.0,2014-04-01,FCLGA1356,Server,2200.0,2700.0,1,6,2,1121,76,Intel,Server,1,3
Intel Xeon E5-2430 @ 2.20GHz,314.95,95.0,2012-01-01,LGA 1356,Server,2200.0,2700.0,1,6,2,1223,12,Intel,Server,1,3
Intel Xeon E5-2430 v2 @ 2.50GHz,162.5,80.0,2014-07-01,LGA 1356,Server,2500.0,3000.0,1,6,2,996,14,Intel,Server,1,3
Intel Xeon E5-2430L @ 2.00GHz,32.28,60.0,2017-12-01,FCLGA1356,Server,2000.0,2500.0,1,6,2,1296,5,Intel,Server,1,3
Intel Xeon E5-2440 @ 2.40GHz,170.0,95.0,2014-03-01,LGA 1356,Server,2400.0,2700.0,1,6,2,1189,15,Intel,Server,1,3
Intel Xeon E5-2440 v2 @ 1.90GHz,604.5,95.0,2014-10-01,LGA 1356,Server,1900.0,2400.0,1,8,2,1036,2,Intel,Server,1,3
Intel Xeon E5-2450 @ 2.10GHz,64.0,95.0,2015-04-01,LGA 1356,Server,2100.0,2900.0,1,8,2,943,18,Intel,Server,1,3
Intel Xeon E5-2450 v2 @ 2.50GHz,295.95,95.0,2017-08-01,LGA 1356,Server,2500.0,3300.0,1,8,2,826,2,Intel,Server,1,3
Intel Xeon E5-2450L @ 1.80GHz,78.0,70.0,2015-08-01,LGA 1356,Server,1800.0,2300.0,1,8,2,1192,6,Intel,Server,1,3
Intel Xeon E5-2470 @ 2.30GHz,140.0,95.0,2013-08-01,LGA 1356,Server,2300.0,3100.0,1,8,2,870,21,Intel,Server,1,3
Intel Xeon E5-2470 v2 @ 2.40GHz,208.45,95.0,2016-02-01,LGA 1356,Server,2400.0,3200.0,1,10,2,729,29,Intel,Server,1,3
Intel Xeon E5-2603 @ 1.80GHz,65.77,80.0,2012-01-01,LGA 2011,Server,1800.0,0.0,1,4,1,2052,34,Intel,Server,1,3
Intel Xeon E5-2603 v2 @ 1.80GHz,53.49,80.0,2014-11-01,LGA 2011,Server,1800.0,0.0,1,4,1,1886,12,Intel,Server,1,3
Intel Xeon E5-2603 v3 @ 1.60GHz,50.54,85.0,2015-01-01,LGA2011-v3,Server,1600.0,0.0,1,6,1,1567,29,Intel,Server,1,3
Intel Xeon E5-2603 v4 @ 1.70GHz,183.45,85.0,2016-07-01,FCLGA2011-3,Server,1700.0,0.0,1,6,1,1378,11,Intel,Server,1,3
Intel Xeon E5-2608L v3 @ 2.00GHz,441.0,52.0,2018-01-01,LGA2011-v3,Server,2000.0,0.0,1,6,2,1098,2,Intel,Server,1,3
Intel Xeon E5-2608L v4 @ 1.60GHz,363.0,50.0,2022-09-01,FCLGA2011-3,Server,1600.0,1700.0,1,8,2,960,3,Intel,Server,1,3
Intel Xeon E5-2609 @ 2.40GHz,62.0,80.0,2012-04-01,LGA2011,Server,2400.0,0.0,1,4,1,1939,69,Intel,Server,1,3
Intel Xeon E5-2609 v2 @ 2.50GHz,59.46,80.0,2014-04-01,LGA 2011,Server,2500.0,0.0,1,4,1,1631,27,Intel,Server,1,3
Intel Xeon E5-2609 v3 @ 1.90GHz,70.99,80.0,2014-11-01,LGA2011-v3,Server,1900.0,0.0,1,6,1,1427,32,Intel,Server,1,3
Intel Xeon E5-2609 v4 @ 1.70GHz,314.95,85.0,2016-08-01,FCLGA2011-3,Server,1700.0,0.0,1,8,1,1271,18,Intel,Server,1,3
Intel Xeon E5-2618L v3 @ 2.30GHz,1029.95,75.0,2017-02-01,LGA2011-v3,Server,2300.0,3400.0,1,8,2,722,6,Intel,Server,1,3
Intel Xeon E5-2618L v4 @ 2.20GHz,902.2,75.0,2017-10-01,FCLGA2011-3,Server,2200.0,3200.0,1,10,2,624,6,Intel,Server,1,3
Intel Xeon E5-2620 @ 2.00GHz,43.69,95.0,2012-04-01,LGA2011,Server,2000.0,2500.0,1,6,2,1288,307,Intel,Server,1,3
Intel Xeon E5-2620 v2 @ 2.10GHz,42.41,80.0,2013-07-01,FCLGA2011,Server,2100.0,2600.0,1,6,2,1124,193,Intel,Server,1,3
Intel Xeon E5-2620 v3 @ 2.40GHz,11.01,85.0,2014-11-01,LGA2011-v3,Server,2400.0,3200.0,1,6,2,913,464,Intel,Server,1,3
Intel Xeon E5-2620 v4 @ 2.10GHz,209.17,85.0,2016-05-01,FCLGA2011-3,Server,2100.0,3000.0,1,8,2,803,140,Intel,Server,1,3
Intel Xeon E5-2623 v3 @ 3.00GHz,249.95,105.0,2015-02-01,LGA2011-v3,Server,3000.0,3500.0,1,4,2,1047,24,Intel,Server,1,3
Intel Xeon E5-2623 v4 @ 2.60GHz,59.0,85.0,2016-06-01,FCLGA2011-3,Server,2600.0,3200.0,1,4,2,1039,33,Intel,Server,1,3
Intel Xeon E5-2629 v3 @ 2.40GHz,499.88,85.0,2016-10-01,LGA2011-v3,Server,2400.0,2600.0,1,8,2,807,4,Intel,Server,1,3
Intel Xeon E5-2630 @ 2.30GHz,53.82,95.0,2012-04-01,LGA2011,Server,2300.0,2800.0,1,6,2,1162,124,Intel,Server,1,3
Intel Xeon E5-2630 v2 @ 2.60GHz,29.99,80.0,2013-07-01,FCLGA2011,Server,2600.0,3100.0,1,6,2,949,186,Intel,Server,1,3
Intel Xeon E5-2630 v3 @ 2.40GHz,63.75,85.0,2014-10-01,LGA2011-v3,Server,2400.0,3200.0,1,8,2,725,255,Intel,Server,1,3
Intel Xeon E5-2630 v4 @ 2.20GHz,230.0,85.0,2016-04-01,FCLGA2011-3,Server,2200.0,3100.0,1,10,2,663,118,Intel,Server,1,3
Intel Xeon E5-2630L v2 @ 2.40GHz,83.06,60.0,2014-11-01,LGA 2011,Server,2400.0,2800.0,1,6,2,1083,16,Intel,Server,1,3
Intel Xeon E5-2630L v3 @ 1.80GHz,79.0,55.0,2016-06-01,LGA2011-v3,Server,1800.0,2900.0,1,8,2,825,59,Intel,Server,1,3
Intel Xeon E5-2630L v4 @ 1.80GHz,98.0,55.0,2017-01-01,FCLGA2011-3,Server,1800.0,2900.0,1,10,2,701,1,Intel,Server,1,3
Intel Xeon E5-2637 @ 3.00GHz,79.0,80.0,2018-04-01,FCLGA2011,Server,3000.0,3500.0,1,2,2,1804,6,Intel,Server,1,3
Intel Xeon E5-2637 v2 @ 3.50GHz,76.0,130.0,2014-03-01,LGA 2011,Server,3500.0,3800.0,1,4,2,1105,48,Intel,Server,1,3
Intel Xeon E5-2637 v3 @ 3.50GHz,49.99,135.0,2014-10-01,LGA2011-v3,Server,3500.0,3700.0,1,4,2,958,22,Intel,Server,1,3
Intel Xeon E5-2637 v4 @ 3.50GHz,132.0,135.0,2016-05-01,FCLGA2011-3,Server,3500.0,3700.0,1,4,2,977,26,Intel,Server,1,3
Intel Xeon E5-2640 @ 2.50GHz,67.56,95.0,2012-04-01,LGA2011,Server,2500.0,3000.0,1,6,2,1122,216,Intel,Server,1,3
Intel Xeon E5-2640 v2 @ 2.00GHz,64.0,95.0,2014-02-01,LGA 2011,Server,2000.0,2500.0,1,8,2,916,37,Intel,Server,1,3
Intel Xeon E5-2640 v3 @ 2.60GHz,136.0,90.0,2014-09-01,LGA2011-v3,Server,2600.0,3400.0,1,8,2,680,207,Intel,Server,1,3
Intel Xeon E5-2640 v4 @ 2.40GHz,421.45,90.0,2016-04-01,FCLGA2011-3,Server,2400.0,3400.0,1,10,2,654,51,Intel,Server,1,3
Intel Xeon E5-2643 @ 3.30GHz,143.0,130.0,2012-06-01,LGA2011,Server,3300.0,3500.0,1,4,2,1246,110,Intel,Server,1,3
Intel Xeon E5-2643 v2 @ 3.50GHz,29.95,130.0,2013-07-01,FCLGA2011,Server,3500.0,3800.0,1,6,2,808,43,Intel,Server,1,3
Intel Xeon E5-2643 v3 @ 3.40GHz,758.51,135.0,2015-01-01,LGA2011-v3,Server,3400.0,3700.0,1,6,2,721,34,Intel,Server,1,3
Intel Xeon E5-2643 v4 @ 3.40GHz,314.67,135.0,2016-06-01,FCLGA2011-3,Server,3400.0,3700.0,1,6,2,691,16,Intel,Server,1,3
Intel Xeon E5-2648L v2 @ 1.90GHz,945.0,70.0,2017-12-01,FCLGA2011,Server,1900.0,2500.0,1,10,2,846,1,Intel,Server,1,3
Intel Xeon E5-2650 @ 2.00GHz,62.94,95.0,2012-03-01,LGA2011,Server,2000.0,2800.0,1,8,2,974,173,Intel,Server,1,3
Intel Xeon E5-2650 v2 @ 2.60GHz,60.0,95.0,2013-07-01,FCLGA2011,Server,2600.0,3400.0,1,8,2,753,443,Intel,Server,1,3
Intel Xeon E5-2650 v3 @ 2.30GHz,85.82,105.0,2014-09-01,LGA2011-v3,Server,2300.0,3000.0,1,10,2,655,131,Intel,Server,1,3
Intel Xeon E5-2650 v4 @ 2.20GHz,184.99,105.0,2016-06-01,FCLGA2011-3,Server,2200.0,2900.0,1,12,2,553,40,Intel,Server,1,3
Intel Xeon E5-2650L @ 1.80GHz,49.0,70.0,2012-01-01,LGA 2011,Server,1800.0,2300.0,1,8,2,1182,11,Intel,Server,1,3
Intel Xeon E5-2650L v2 @ 1.70GHz,130.0,70.0,2017-03-01,FCLGA2011,Server,1700.0,2100.0,1,10,2,928,7,Intel,Server,1,3
Intel Xeon E5-2650L v4 @ 1.70GHz,119.99,65.0,2017-07-01,FCLGA2011-3,Server,1700.0,2500.0,1,14,2,671,2,Intel,Server,1,3
Intel Xeon E5-2651 v2 @ 1.80GHz,278.1,0.0,2016-04-01,LGA 2011,Server,1800.0,2200.0,1,12,2,802,11,Intel,Server,1,3
Intel Xeon E5-2660 @ 2.20GHz,36.35,95.0,2012-04-01,LGA2011,Server,2200.0,3000.0,1,8,2,890,183,Intel,Server,1,3
Intel Xeon E5-2660 v2 @ 2.20GHz,78.0,95.0,2014-03-01,LGA 2011,Server,2200.0,3000.0,1,10,2,717,67,Intel,Server,1,3
Intel Xeon E5-2660 v3 @ 2.60GHz,135.66,105.0,2014-09-01,LGA2011-v3,Server,2600.0,3300.0,1,10,2,605,122,Intel,Server,1,3
Intel Xeon E5-2660 v4 @ 2.00GHz,233.53,105.0,2016-11-01,FCLGA2011-3,Server,2000.0,3200.0,1,14,2,477,20,Intel,Server,1,3
Intel Xeon E5-2665 @ 2.40GHz,85.0,115.0,2012-06-01,LGA2011,Server,2400.0,3100.0,1,8,2,859,134,Intel,Server,1,3
Intel Xeon E5-2667 @ 2.90GHz,96.19,130.0,2012-08-01,LGA2011,Server,2900.0,3500.0,1,6,2,952,71,Intel,Server,1,3
Intel Xeon E5-2667 v2 @ 3.30GHz,289.95,130.0,2014-02-01,LGA 2011,Server,3300.0,4000.0,1,8,2,641,188,Intel,Server,1,3
Intel Xeon E5-2667 v3 @ 3.20GHz,221.0,135.0,2014-12-01,LGA2011-v3,Server,3200.0,3600.0,1,8,2,633,36,Intel,Server,1,3
Intel Xeon E5-2667 v4 @ 3.20GHz,728.95,135.0,2016-07-01,FCLGA2011-3,Server,3200.0,3600.0,1,8,2,562,23,Intel,Server,1,3
Intel Xeon E5-2670 @ 2.60GHz,60.27,115.0,2012-03-01,LGA2011,Server,2600.0,3300.0,1,8,2,823,724,Intel,Server,1,3
Intel Xeon E5-2670 v2 @ 2.50GHz,156.0,115.0,2014-02-01,FCLGA2011,Server,2500.0,3300.0,1,10,2,665,65,Intel,Server,1,3
Intel Xeon E5-2670 v3 @ 2.30GHz,117.44,120.0,2014-08-01,LGA2011-v3,Server,2300.0,3100.0,1,12,2,574,125,Intel,Server,1,3
Intel Xeon E5-2673 v3 @ 2.40GHz,700.0,110.0,2015-09-01,LGA2011-v3,Server,2400.0,4000.0,1,12,2,559,79,Intel,Server,1,3
Intel Xeon E5-2678 v3 @ 2.50GHz,106.19,120.0,2015-08-01,LGA2011-v3,Server,2500.0,3100.0,1,12,2,526,114,Intel,Server,1,3
Intel Xeon E5-2680 @ 2.70GHz,643.5,130.0,2012-05-01,LGA2011,Server,2700.0,3500.0,1,8,2,787,219,Intel,Server,1,3
Intel Xeon E5-2680 v2 @ 2.80GHz,133.53,115.0,2013-07-01,FCLGA2011,Server,2800.0,3600.0,1,10,2,628,264,Intel,Server,1,3
Intel Xeon E5-2680 v3 @ 2.50GHz,194.45,120.0,2014-10-01,LGA2011-v3,Server,2500.0,3300.0,1,12,2,487,153,Intel,Server,1,3
Intel Xeon E5-2680 v4 @ 2.40GHz,281.45,120.0,2016-05-01,FCLGA2011-3,Server,2400.0,3300.0,1,14,2,411,146,Intel,Server,1,3
Intel Xeon E5-2683 v3 @ 2.00GHz,449.95,120.0,2015-02-01,LGA2011-v3,Server,2000.0,3000.0,1,14,2,510,158,Intel,Server,1,3
Intel Xeon E5-2683 v4 @ 2.10GHz,391.0,120.0,2016-12-01,FCLGA2011-3,Server,2100.0,3000.0,1,16,2,428,36,Intel,Server,1,3
Intel Xeon E5-2687W @ 3.10GHz,725.0,150.0,2012-02-01,LGA2011,Server,3100.0,3800.0,1,8,2,759,176,Intel,Server,1,3
Intel Xeon E5-2687W v2 @ 3.40GHz,432.19,150.0,2013-07-01,FCLGA2011,Server,3400.0,4000.0,1,8,2,648,83,Intel,Server,1,3
Intel Xeon E5-2687W v3 @ 3.10GHz,679.95,160.0,2014-10-01,LGA2011-v3,Server,3100.0,3500.0,1,10,2,523,55,Intel,Server,1,3
Intel Xeon E5-2687W v4 @ 3.00GHz,975.1,160.0,2016-05-01,FCLGA2011-3,Server,3000.0,3500.0,1,12,2,416,37,Intel,Server,1,3
Intel Xeon E5-2689 @ 2.60GHz,182.75,115.0,2013-03-01,LGA 2011,Server,2600.0,3600.0,1,8,2,772,440,Intel,Server,1,3
Intel Xeon E5-2690 @ 2.90GHz,122.0,135.0,2012-03-01,LGA2011,Server,2900.0,3800.0,1,8,2,769,530,Intel,Server,1,3
Intel Xeon E5-2690 v2 @ 3.00GHz,130.19,130.0,2013-07-01,FCLGA2011,Server,3000.0,3600.0,1,10,2,589,142,Intel,Server,1,3
Intel Xeon E5-2690 v3 @ 2.60GHz,211.19,135.0,2014-09-01,LGA2011-v3,Server,2600.0,3500.0,1,12,2,457,152,Intel,Server,1,3
Intel Xeon E5-2690 v4 @ 2.60GHz,419.06,135.0,2016-05-01,FCLGA2011-3,Server,2600.0,3500.0,1,14,2,339,56,Intel,Server,1,3
Intel Xeon E5-2695 v2 @ 2.40GHz,178.0,115.0,2013-12-01,LGA 2011,Server,2400.0,3200.0,1,12,2,587,44,Intel,Server,1,3
Intel Xeon E5-2695 v3 @ 2.30GHz,165.84,120.0,2014-09-01,LGA2011-v3,Server,2300.0,3300.0,1,14,2,456,34,Intel,Server,1,3
Intel Xeon E5-2695 v4 @ 2.10GHz,592.1,120.0,2016-08-01,FCLGA2011-3,Server,2100.0,3300.0,1,18,2,353,11,Intel,Server,1,3
Intel Xeon E5-2697 v2 @ 2.70GHz,191.19,130.0,2013-06-01,FCLGA2011,Server,2700.0,3500.0,1,12,2,554,274,Intel,Server,1,3
Intel Xeon E5-2697 v3 @ 2.60GHz,191.19,145.0,2014-08-01,LGA2011-v3,Server,2600.0,3600.0,1,14,2,368,138,Intel,Server,1,3
Intel Xeon E5-2697 v4 @ 2.30GHz,488.1,145.0,2016-05-01,FCLGA2011-3,Server,2300.0,3600.0,1,18,2,295,29,Intel,Server,1,3
Intel Xeon E5-2698 v4 @ 2.20GHz,908.7,135.0,2016-06-01,FCLGA2011-3,Server,2200.0,3600.0,1,20,2,259,17,Intel,Server,1,3
Intel Xeon E5-2699 v3 @ 2.30GHz,547.21,145.0,2014-09-01,LGA2011-v3,Server,2300.0,3600.0,1,18,2,327,102,Intel,Server,1,3
Intel Xeon E5-4603 @ 2.00GHz,132.19,95.0,2014-03-01,LGA 2011,Server,2000.0,0.0,1,4,2,1656,1,Intel,Server,1,3
Intel Xeon E5-4607 v2 @ 2.60GHz,72.8,95.0,2016-07-01,FCLGA2011,Server,2600.0,0.0,1,6,2,1023,1,Intel,Server,1,3
Intel Xeon E5-4610 @ 2.40GHz,215.19,95.0,2018-11-01,FCLGA2011,Server,2400.0,2900.0,1,6,2,1089,1,Intel,Server,1,3
Intel Xeon E5-4617 @ 2.90GHz,35.88,130.0,2014-02-01,LGA 2011,Server,2900.0,3400.0,1,6,1,1120,10,Intel,Server,1,3
Intel Xeon E5-4620 @ 2.20GHz,50.0,95.0,2015-10-01,LGA 2011,Server,2200.0,2600.0,1,8,2,1052,3,Intel,Server,1,3
Intel Xeon E5-4620 v2 @ 2.60GHz,91.0,95.0,2015-10-01,FCLGA2011,Server,2600.0,3000.0,1,8,2,780,3,Intel,Server,1,3
Intel Xeon E5-4620 v3 @ 2.00GHz,21.47,105.0,2019-12-01,FCLGA2011-3,Server,2000.0,2600.0,1,10,2,718,4,Intel,Server,1,3
Intel Xeon E5-4627 v2 @ 3.30GHz,498.95,130.0,2015-04-01,FCLGA2011,Server,3300.0,3600.0,1,8,1,793,9,Intel,Server,1,3
Intel Xeon E5-4627 v4 @ 2.60GHz,999.99,135.0,2017-04-01,FCLGA2011-3,Server,2600.0,3200.0,1,10,1,614,3,Intel,Server,1,3
Intel Xeon E5-4640 @ 2.40GHz,58.84,95.0,2012-08-01,LGA2011,Server,2400.0,2800.0,1,8,2,1018,6,Intel,Server,1,3
Intel Xeon E5-4650 @ 2.70GHz,78.19,130.0,2012-07-01,LGA2011,Server,2700.0,3300.0,1,8,2,844,26,Intel,Server,1,3
Intel Xeon E5-4650 v2 @ 2.40GHz,498.95,95.0,2019-01-01,FCLGA2011,Server,2400.0,2900.0,1,10,2,696,4,Intel,Server,1,3
Intel Xeon E5-4650L @ 2.60GHz,58.87,115.0,2017-07-01,LGA 2011,Server,2600.0,3100.0,1,8,2,853,7,Intel,Server,1,3
Intel Xeon E5-4657L v2 @ 2.40GHz,751.19,115.0,2015-01-01,FCLGA2011,Server,2400.0,2900.0,1,12,2,677,4,Intel,Server,1,3
Intel Xeon E5205 @ 1.86GHz,14.27,65.0,2012-01-01,LGA771,Server,1860.0,0.0,1,2,1,3133,5,Intel,Server,1,3
Intel Xeon E5240 @ 3.00GHz,88.78,65.0,2009-11-01,LGA771,Server,3000.0,0.0,1,2,1,2606,3,Intel,Server,1,3
Intel Xeon E5310 @ 1.60GHz,49.0,80.0,2009-03-01,LGA771,Server,1600.0,0.0,1,4,1,2708,4,Intel,Server,1,3
Intel Xeon E5320 @ 1.86GHz,38.75,80.0,2009-03-01,LGA771,Server,1860.0,0.0,1,4,1,2596,29,Intel,Server,1,3
Intel Xeon E5335 @ 2.00GHz,17.77,80.0,2009-04-01,LGA771,Server,2000.0,0.0,1,4,1,2539,14,Intel,Server,1,3
Intel Xeon E5345 @ 2.33GHz,39.99,80.0,2008-11-01,LGA771,Server,2330.0,0.0,1,4,1,2335,60,Intel,Server,1,3
Intel Xeon E5405 @ 2.00GHz,233.25,80.0,2009-02-01,LGA771,Server,2000.0,0.0,1,4,1,2443,112,Intel,Server,1,3
Intel Xeon E5410 @ 2.33GHz,10.69,80.0,2009-03-01,LGA771,Server,2330.0,0.0,1,4,1,2329,108,Intel,Server,1,3
Intel Xeon E5420 @ 2.50GHz,249.95,80.0,2009-02-01,LGA771,Server,2500.0,0.0,1,4,1,2259,232,Intel,Server,1,3
Intel Xeon E5430 @ 2.66GHz,229.95,80.0,2009-02-01,LGA771,Server,2660.0,0.0,1,4,1,2146,289,Intel,Server,1,3
Intel Xeon E5440 @ 2.83GHz,37.99,80.0,2009-02-01,LGA771,Server,2830.0,0.0,1,4,1,2053,501,Intel,Server,1,3
Intel Xeon E5450 @ 3.00GHz,36.99,80.0,2009-04-01,LGA771,Server,3000.0,0.0,1,4,1,1993,1235,Intel,Server,1,3
Intel Xeon E5462 @ 2.80GHz,235.0,80.0,2009-02-01,LGA771,Server,2800.0,0.0,1,4,1,2221,76,Intel,Server,1,3
Intel Xeon E5472 @ 3.00GHz,20.04,80.0,2009-03-01,LGA771,Server,3000.0,0.0,1,4,1,2104,156,Intel,Server,1,3
Intel Xeon E5502 @ 1.87GHz,80.0,80.0,2009-06-01,LGA1366,Server,1870.0,0.0,1,2,1,3134,8,Intel,Server,1,3
Intel Xeon E5503 @ 2.00GHz,123.19,80.0,2010-06-01,LGA1366,Server,2000.0,0.0,1,2,1,3170,11,Intel,Server,1,3
